         *         *         *         *         *         *         *     0.000         *         *         *         *    -0.401     0.712    1
     1.000    -1.000    -3.000     0.000    -3.000    -3.000    -2.000    -2.000    -2.000    -2.000    -2.000     1.000    -1.666     0.322  855
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000     1.000    -2.615     0.322  856
     1.000     1.000    -1.000     2.000     2.000     1.000     2.000     1.000     1.000     2.000     2.000     2.000     0.789     0.322  857
     1.000    -3.000     0.000    -2.000    -2.000     2.000    -1.000     0.000     1.000    -2.000    -1.000    -1.000    -0.988     0.322  858
     0.000     0.000    -2.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000    -0.039     0.322  859
     1.000     1.000     1.000     0.000    -1.000    -1.000     2.000     2.000     1.000     1.000     2.000     2.000     0.719     0.322  860
         *         *         *         *         *         *    -2.000         *         *         *         *         *    -1.523     0.735  861
    -1.000    -2.000     1.000     2.000    -2.000    -2.000     0.000     0.000     0.000     2.000     1.000     0.000    -0.301     0.322  862
     2.000    -1.000     1.000    -2.000    -2.000     1.000     2.000     3.000     2.000     2.000     1.000    -1.000     0.478     0.322  863
     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000    -0.138     0.322  864
     2.000     0.000     2.000     2.000     0.000     0.000     3.000     3.000     3.000     3.000     3.000     3.000     1.652     0.322  865
     0.000    -1.000    -2.000    -2.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000    -0.410     0.322  866
     2.000     0.000     3.000    -2.000    -2.000    -3.000    -2.000     2.000    -2.000     2.000     2.000    -2.000    -0.365     0.322  867
     0.000     0.000     0.000     1.000     0.000     0.000     0.000     2.000     1.000     1.000    -2.000    -1.000    -0.440     0.322  868
     0.000     0.000     0.000     0.000     0.000     0.000    -2.000    -2.000    -2.000    -2.000    -1.000    -2.000    -1.509     0.322  869
     1.000     1.000     1.000    -2.000    -3.000     1.000     1.000     0.000    -2.000     0.000     1.000    -1.000    -0.362     0.322  870
     2.000     2.000     0.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.074     0.322  871
     1.000    -1.000     1.000     3.000    -1.000     0.000     2.000     3.000     1.000     2.000     2.000     1.000     0.818     0.322  872
     0.000     0.000     0.000     0.000    -2.000    -3.000     1.000     1.000     0.000     2.000     2.000     2.000     0.252     0.322  873
    -1.000    -2.000     0.000         *    -2.000         *     0.000     0.000     1.000    -2.000     0.000     2.000    -0.606     0.328  874
     3.000     3.000     3.000    -3.000    -3.000    -3.000     3.000     3.000    -3.000     3.000     3.000     3.000     1.073     0.322  876
     2.000     0.000     1.000     0.000     1.000     0.000     1.000     2.000     1.000     0.000     0.000     1.000     0.206     0.322  877
         *         *         *         *         *         *     1.000     1.000         *         *     2.000         *     0.485     0.462  878
     1.000    -1.000     1.000     0.000    -2.000    -3.000     1.000    -1.000     3.000     1.000     2.000    -1.000     0.010     0.322  879
     1.000     1.000     0.000     0.000    -1.000     0.000     1.000     0.000     0.000    -1.000     2.000     1.000     0.080     0.322  880
     2.000     0.000     0.000     1.000     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000    -0.099     0.322  881
     0.000     0.000    -1.000    -1.000    -1.000    -1.000     1.000     0.000     1.000    -1.000     0.000     2.000    -0.259     0.322  882
    -1.000    -2.000     1.000    -3.000    -3.000    -3.000     1.000    -1.000    -2.000     1.000     1.000    -2.000    -0.953     0.322  883
     2.000    -1.000     1.000     0.000     0.000     1.000     1.000     0.000     1.000     0.000     1.000     1.000     0.134     0.322  884
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.000    -0.536     0.322  885
    -1.000    -1.000     2.000    -1.000    -1.000    -1.000     0.000     1.000     1.000     2.000     0.000     2.000    -0.020     0.322  886
     3.000    -2.000     3.000     0.000    -2.000    -2.000     1.000     2.000     2.000     2.000     2.000     2.000     0.747     0.322  887
     0.000     0.000     0.000     0.000    -2.000     0.000     0.000     0.000     0.000     0.000     0.000     3.000    -0.175     0.322  888
         *         *         *         *         *         *     3.000     0.000    -2.000    -2.000         *         *    -0.459     0.466  889
    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.145     0.322  890
     1.000     0.000     0.000     0.000    -1.000     1.000     3.000     2.000     0.000     1.000     3.000     1.000     0.761     0.322  891
     0.000     0.000     0.000    -2.000    -2.000    -2.000     0.000     0.000     1.000     0.000     0.000     0.000    -0.524     0.322  892
     2.000     0.000     0.000     2.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.288     0.322  893
     0.000     0.000     1.000     0.000     0.000     1.000     0.000     1.000     1.000     1.000     0.000     1.000    -0.001     0.322  894
     0.000     0.000     0.000    -2.000    -2.000     0.000    -1.000     0.000    -1.000     0.000     0.000     0.000    -0.731     0.322  895
     1.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     1.000     1.000     0.192     0.322  896
     0.000         *    -3.000     3.000     0.000     1.000     0.000     1.000     0.000     0.000         *     2.000    -0.056     0.366  897
     3.000     1.000     2.000     0.000    -1.000     0.000     2.000     2.000     1.000     0.000     2.000     3.000     0.934     0.322  898
     1.000     0.000     0.000    -1.000    -1.000    -1.000     1.000     0.000     0.000     0.000     0.000     0.000    -0.362     0.322  899
     3.000    -3.000     0.000     0.000    -2.000    -2.000     1.000     0.000     0.000     0.000     0.000     1.000    -0.351     0.322  900
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.440     0.322  901
    -3.000     0.000    -2.000         *    -2.000    -3.000    -3.000     0.000     0.000     0.000    -2.000    -1.000    -1.610     0.324  902
     0.000    -2.000     0.000     1.000    -2.000    -2.000     1.000     0.000    -1.000     0.000    -1.000    -2.000    -0.939     0.322  904
     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     2.118     0.322  905
     1.000     2.000     2.000     3.000     1.000     2.000     3.000     2.000     1.000     3.000     3.000     2.000     1.476     0.322  906
     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     1.000     3.000     3.000     3.000     1.941     0.322  907
     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000     0.046     0.322  908
     0.000    -3.000     1.000     1.000     1.000     1.000     2.000     2.000     2.000     1.000     0.000     2.000     0.366     0.322  909
     0.000    -2.000     1.000    -1.000    -1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.556     0.322  910
     1.000    -3.000     0.000    -2.000    -2.000    -2.000     1.000     0.000    -2.000    -2.000     1.000     0.000    -0.808     0.322  911
     1.000     0.000     2.000     1.000     0.000     0.000     0.000     2.000    -2.000     0.000     1.000     3.000     0.185     0.322  912
     2.000    -3.000     0.000    -2.000    -3.000    -3.000     1.000     3.000     2.000     3.000     2.000     1.000     0.443     0.322  913
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.998     0.322  914
    -3.000    -3.000    -3.000    -3.000         *    -3.000     0.000     0.000    -3.000    -3.000         *    -3.000    -2.177     0.351  915
     1.000    -2.000    -3.000     2.000     0.000    -2.000     1.000     0.000     2.000     0.000     0.000     1.000    -0.274     0.322  916
     1.000    -1.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     0.209     0.322  917
     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.339     0.322  918
     0.000     0.000     0.000     0.000     0.000    -2.000     0.000     0.000     0.000     0.000     0.000    -1.000    -0.615     0.322  919
     3.000     2.000     2.000     1.000    -1.000    -1.000     2.000     3.000     2.000     2.000     2.000    -1.000     0.937     0.322  920
     2.000     0.000     2.000     0.000     0.000     1.000     1.000     2.000     3.000     2.000     1.000     2.000     0.849     0.322  921
     2.000     2.000     1.000     1.000     2.000     2.000     2.000     2.000     1.000     2.000     1.000     1.000     0.855     0.322  922
     0.000    -3.000    -3.000    -1.000    -2.000    -2.000    -1.000     0.000     1.000     1.000     1.000     1.000    -0.603     0.322  923
     3.000     1.000     1.000     0.000    -1.000     0.000     2.000     3.000     0.000     1.000     2.000     1.000     0.775     0.322  924
     3.000    -3.000     3.000    -3.000    -3.000    -2.000     2.000     0.000     3.000     1.000     2.000     1.000     0.414     0.322  925
     3.000     2.000     3.000     1.000     1.000     1.000     2.000     3.000     1.000     3.000     2.000     2.000     1.361     0.322  926
     2.000     2.000     2.000     0.000    -2.000    -2.000     1.000     1.000     1.000    -1.000     1.000    -2.000    -0.053     0.322  927
     0.000    -2.000     0.000     0.000     0.000    -2.000     1.000    -1.000     0.000     0.000     0.000     0.000    -0.620     0.322  928
    -1.000     1.000     0.000     0.000    -1.000     0.000     1.000     1.000     2.000     1.000     1.000     1.000     0.248     0.322  929
     2.000    -2.000     0.000    -1.000    -2.000    -2.000     1.000     1.000    -2.000    -2.000     0.000     0.000    -0.711     0.322  931
     3.000     3.000     3.000     2.000     2.000     3.000     3.000     1.000     3.000     2.000     3.000     0.000     1.523     0.322  932
     3.000     0.000     3.000     2.000     0.000     2.000     3.000     3.000     2.000     2.000     3.000     2.000     1.573     0.322  933
    -1.000    -2.000     1.000    -1.000    -1.000    -1.000     1.000     2.000     2.000     2.000     2.000     3.000     0.549     0.322  934
     3.000    -3.000     2.000     0.000    -3.000     0.000     1.000     1.000     1.000     2.000     3.000     0.000     0.480     0.322  935
     0.000     1.000     1.000     0.000     1.000     0.000     2.000     0.000     0.000     0.000     1.000     1.000     0.138     0.322  936
     1.000    -1.000    -1.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000     2.000    -1.494     0.322  937
    -2.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.834     0.322  938
     2.000     1.000    -1.000    -1.000     0.000     1.000     1.000     2.000     3.000     2.000     3.000     0.000     0.827     0.322  939
